"Number","skills","Month_Exper"
"46485","PHP5 (OOP)","96"
"46485","MySQL","96"
"46485","JavaScript","96"
"46485","JQuery","96"
"46485","BackBone","96"
"46485","HTML","96"
"46485","CSS","96"
"46485","LESS","96"
"46485","SOAP","96"
"46485","XML-RPC","96"
"46485","AJAX","96"
"46485","MVC","96"
"46485","RabbitMQ","96"
"46485","SVN","96"
"46485","Git","96"
"46485","Template systems","96"
"46485","OpenX","96"
"46485","Yii Framework","96"
"46485","Ubuntu","96"
"46485","Zend Framework","96"
"46485","Yii Framework","96"
"46487","","0"
"46488","","180"
"46489","","0"
"46490","","124"
"46491","","0"
"46493","","32"
"46494","","0"
"46495","","0"
"46496","","74"
"46497","","0"
"46498","","4"
"46499","","32"
"46500","Adobe Photoshop Notepad++ Total Commander cPanel 1--: 8.2","12"
"46500","Adobe Photoshop Notepad++ Total Commander cPanel","12"
"46500","Adobe Premier VirtualDub Edius Sound Forge Adobe After Effects","12"
"46501","","24"
"46503","","0"
"46504","","24"
"46505","","4"
"46506","","0"
"46507","","36"
"46508","","0"
"46509","","29"
"46510","","140"
"46512","","60"
"46513","","48"
"46514","","0"
"46518","","120"
"46519","","12"
"46520","","0"
"46522","","0"
"46523","","0"
"46524","","0"
"46526","","0"
"46528","","152"
"46530","","24"
"46532","","0"
"46535","","0"
"46537","","84"
"46538","","0"
"46539","","0"
"46541","","17"
"46544","","74"
"46545","","336"
"46547","","90"
"46549","","0"
"46550","","456"
"46551","","0"
"46553","Spring","7"
"46553","Hibernate","7"
"46553","JUnit","7"
"46553","Maven","7"
"46553","LifeRay portal","7"
"46553","Portlets","7"
"46553","","7"
"46554","","144"
"46555","","304"
"46556","","0"
"46557","","108"
"46559","","0"
"46560","","0"
"46562","","32"
"46563","","0"
"46564","Python","0"
"46564","Django","0"
"46564","JavaScript","0"
"46564","jQuery","0"
"46564","HTML","0"
"46564","CSS","0"
"46564","MySQL","0"
"46564","SQLite","0"
"46564","Apache","0"
"46564","NGINX","0"
"46564","Bash","0"
"46564","Makefile","0"
"46564","Git","0"
"46564","GNU/Linux","0"
"46564","xubuntu","0"
"46564","Jenkins","0"
"46564","Vim","0"
"46564","CoffeeScript","0"
"46564","SASS","0"
"46564","Sublime","0"
"46564","GitHub,Fabric,PhoneGap","0"
"46564","ExtJS","0"
"46564","Ubuntu","0"
"46564","Fabric","0"
"46564","SVN","0"
"46565","","103"
"46566","","46"
"46567","","32"
"46568","","108"
"46569","","0"
"46570","","0"
"46571","","0"
"46573","","49"
"46574","","44"
"46577","","0"
"46578","","0"
"46579","","0"
"46582","","6"
"46584","","92"
"46587","","196"
"46589","","0"
"46592","","0"
"46593","","0"
"46595","","0"
"46596","","0"
"46597","","0"
"46600","","12"
"46601","","84"
"46602","Jira","5"
"46602","Confluence","5"
"46602","TestLink","5"
"46602","Test Harness","5"
"46602","Sybase Central","5"
"46602","VersionOne","5"
"46602","MS Test Manager","5"
"46602","TFS","5"
"46602","Fiddler","5"
"46602","IntelliJIDEA","5"
"46602","StarUML","5"
"46604","","17"
"46606","","0"
"46609","","0"
"46610","","0"
"46613","","0"
"46616","","0"
"46618","","0"
"46619","","0"
"46620","","0"
"46621","","0"
"46622","","60"
"46623","","0"
"46625","","171"
"46626","Languages and technologies: VHDL","0"
"46626","TCL","0"
"46626","Git","0"
"46626","SVN. Tools: Alint","0"
"46626","Understand","0"
"46626","Quartus II","0"
"46626","Modelsim","0"
"46626","MS Excel","0"
"46626","MS Word","0"
"46626","Alfresco","0"
"46626","JIRA","0"
"46626","SourceTree","0"
"46626","TortoiseSVN. Standards: IEEE 829","0"
"46626","IEEE 1044","0"
"46626","IEEE 1076","0"
"46626","IEC 61508","0"
"46626","","0"
"46627","","0"
"46630","","0"
"46631","","0"
"46632","","144"
"46633","","0"
"46634","","0"
"46635","","12"
"46636","","30"
"46637","SQL","141"
"46637","MSACCESS 97","141"
"46637","VBA","141"
"46637","Visual Studio 2010 C#.NET 4.0","141"
"46637","MySQL Server 5.5","141"
"46637","MySQL Workbench 5.2","141"
"46637","FastReport.NET 1.7","141"
"46639","","0"
"46640","","0"
"46641","","60"
"46642","","0"
"46643","","84"
"46645","Java","23"
"46645","jQuery","23"
"46645","Spring Security","23"
"46645","Spring Web MVC","23"
"46645","MyBatis","23"
"46645","Vaadin","23"
"46645","Apache Tiles","23"
"46645","Sybase SQL","23"
"46645","","23"
"46646","C#","27"
"46646","ASP.NET MVC 3","27"
"46646","Entity Framewrok","27"
"46646","MSSQL Server 2008","27"
"46647","","45"
"46648","Windows Server 2003","60"
"46648","OSI model","60"
"46648","TCP/IP","60"
"46648","RIP","60"
"46648","OSPF","60"
"46648","STP","60"
"46648","Frame Relay","60"
"46648","HTML","60"
"46648","CSS","60"
"46648","JavaScript","60"
"46648","jQuery. Using patterns (mediator","60"
"46648","prototype","60"
"46648","decorator)","60"
"46648","async logic on $.Deferred","60"
"46648","async data exchange on ajax","60"
"46648","using of JSONP","60"
"46648","events delegation","60"
"46648","DOM API","60"
"46648","jQuery","60"
"46648","CMS Wordpress","60"
"46648","Adobe Photoshop","60"
"46648","Adobe Illustrator","60"
"46648","Windows Server 2003","60"
"46649","","20"
"46651","","192"
"46652","JSP","0"
"46652","ACL","0"
"46652","ExtJS","0"
"46653","","15"
"46654","","17"
"46660","","0"
"46662","","0"
"46665","C#","0"
"46665","REST services","0"
"46665","WCF","0"
"46665","WebAPI","0"
"46665","ASP.NET","0"
"46665","Web services","0"
"46665","SOA","0"
"46665","SOAP","0"
"46665","Script development","0"
"46667","","0"
"46668","","0"
"46669","","0"
"46670","","0"
"46671","","60"
"46674","","0"
"46675","","0"
"46676","","185"
"46677","","24"
"46678","","288"
"46679","","672"
"46680","","0"
"46681","","0"
"46682","JavaScript","52"
"46682","JQuery","52"
"46682","HTML","52"
"46682","CSS","52"
"46682","JSON","52"
"46682","Mustache","52"
"46682","Java","52"
"46682","LESS","52"
"46682","XML","52"
"46682","PGX","52"
"46682","Freemarker","52"
"46683","","68"
"46684","HTML","130"
"46684","JSP","130"
"46684","JSTL","130"
"46684","Java","130"
"46684","JMeter. Basic skills: CSS","130"
"46684","JavaScript","130"
"46685","","0"
"46686","","0"
"46687","","0"
"46688","","275"
"46689","","0"
"46690","","0"
"46692","","0"
"46693","Objective C","20"
"46693","iOS","20"
"46694","","15"
"46696","","45"
"46706","","44"
"46707","","202"
"46708","","0"
"46709","","7"
"46710","","5"
"46711","","0"
"46712","","0"
"46713","","223"
"46714","","36"
"46716","","0"
"46717","","0"
"46718","","60"
"46719","","53"
"46720","","0"
"46722","","59"
"46723","","0"
"46726","","0"
"46727","","0"
"46728","","21"
"46729","Debian / nginx / php5-fpm / mysql / joomla / xbtt","0"
"46730","","44"
"46732","","0"
"46734","","0"
"46735","","0"
"46736","","0"
"46737","","140"
"46738","","9"
"46740","","14"
"46741","","0"
"46742","","0"
"46744","","40"
"46746","","48"
"46747","","13"
"46748","","0"
"46749","","46"
"46750","","108"
"46752","","0"
"46753","","0"
"46754","","0"
"46755","","0"
"46757","","0"
"46759","","0"
"46760","","0"
"46761","","60"
"46762","","0"
"46763","","0"
"46764","","0"
"46765","","0"
"46767","","0"
"46768","","12"
"46769","","24"
"46770","","0"
"46771","","39"
"46773","","0"
"46774","","36"
"46775","","12"
"46777","","36"
"46778","","0"
"46779","","139"
"46780","","252"
"46781","","61"
"46782","","0"
"46784","","0"
"46786","","92"
"46787","","0"
"46788","","72"
"46791","","28"
"46792","","0"
"46793","","12"
"46794","","48"
"46795","Java Core 1.6 (Advanced)","96"
"46795","Selenium 2.0 (Advanced)","96"
"46795","TestNG (Advanced) / JUnit (Advansed)","96"
"46795","JDBC (Basic)","96"
"46795","Developing with Patterns PageObject and Singleton (Basic)","96"
"46795","Subversion","96"
"46795","IDEA","96"
"46795","Eclipse","96"
"46795","SoapUI","96"
"46795","Loadrunner","96"
"46795","Oracle SQL Developer","96"
"46795","PL/SQL","96"
"46795","Atlassian Jira and Confluence","96"
"46795","HP Quality Center","96"
"46795","Maven","96"
"46795","Tomcat","96"
"46795","Developing with Patterns (PageObject","96"
"46795","Singleton) (Basic)","96"
"46795","Subversion (SVN)","96"
"46795","IntellijIDEA","96"
"46795","SOAUI","96"
"46795","Atlassian products (Jira","96"
"46795","Confluence)","96"
"46795","Tomcat","96"
"46796","","13"
"46798","","0"
"46799","","0"
"46800","","0"
"46801","","0"
"46802","","0"
"46803","","0"
"46805","","96"
"46807","","118"
"46808","","0"
"46809","","0"
"46811","","0"
"46813","","0"
"46814","","12"
"46816","","0"
"46817","","82"
"46818","","35"
"46819","","0"
"46821","","24"
"46823","","0"
"46824","","0"
"46825","","0"
"46826","","0"
"46830","","0"
"46831","","0"
"46832","","10"
"46833","","0"
"46835","","0"
"46836","","0"
"46837","","0"
"46839","","0"
"46840","","42"
"46841","","0"
"46844","C/C++","96"
"46844","x86/BlackFin","96"
"46844","MSVC","96"
"46844","gyp","96"
"46844","git","96"
"46845","","60"
"46846","","36"
"46847","","11"
"46848","","0"
"46849","","0"
"46850","WinForms","0"
"46850","ADO.NET","0"
"46850","MSMQ","0"
"46850","ASP.NET","0"
"46850","Silverlight","0"
"46850","Remoting","0"
"46850","NUnit","0"
"46850","Rhino-Mocks","0"
"46850","ASP.NET MVC","0"
"46850","WCF","0"
"46850","Entity-Framework","0"
"46850","Dapper","0"
"46850","Moq","0"
"46850","NLog","0"
"46850","AutoMapper","0"
"46850","DevExpress","0"
"46850","NHibernate","0"
"46850","ASP.NET WebAPI","0"
"46850","MSTest","0"
"46855","","0"
"46857","MS Sharepoint","0"
"46857","MS Project","0"
"46857","MS TFS","0"
"46857","MS SQL","0"
"46857","MS Server","0"
"46857","Optical network","0"
"46857","TCP/IP","0"
"46857","SDH","0"
"46857","GSM","0"
"46857","Switching subsystem mobile (Siemens D900)","0"
"46857","signaling SS7","0"
"46857","Cisco (Routing in IP networks and MPLS). Measuring devices: optical reflectometer","0"
"46857","optical multimeter","0"
"46857","data analyzer nx64-E1","0"
"46857","analyzer of protocol SS7","0"
"46857","TCP / IP","0"
"46857","SDH operational system HP-Unix","0"
"46857","Informix database","0"
"46858","","0"
"46859","","60"
"46860","","0"
"46861","","0"
"46862","","0"
"46863","","0"
"46864","","0"
"46865","","0"
"46866","","0"
"46867","","0"
"46868","","0"
"46869","","0"
"46870","","0"
"46871","","0"
"46872","","39"
"46873","","0"
"46874","","0"
"46875","","0"
"46876","","0"
"46877","","0"
"46878","","0"
"46879","","0"
"46880","","0"
"46881","","48"
"46882","","0"
"46883","","84"
"46884","","55"
"46886","","11"
"46887","","57"
"46889","","43"
"46890","","0"
"46891","","0"
"46893","","0"
"46894","","0"
"46895","","0"
"46896","","0"
"46897","","0"
"46898","","0"
"46899","","0"
"46900","","0"
"46901","","9"
"46902","","24"
"46903","","1"
"46904","","77"
"46905","","0"
"46908","","9"
"46909","Python/Django","0"
"46909","Flask","0"
"46909","gevent","0"
"46909","PhantomJS","0"
"46909","JavaScript/jQuery","0"
"46909","HTML5/CSS3","0"
"46909","Redis","0"
"46909","Memcached","0"
"46911","","0"
"46912","HTML","40"
"46912","CSS","40"
"46912","JS","40"
"46912","PHP","40"
"46913","","22"
"46914","","12"
"46916","","0"
"46917","","0"
"46918","","0"
"46919","","120"
"46923","","96"
"46926","","0"
"46927","","0"
"46928","","0"
"46929","","0"
"46930","","0"
"46931","","63"
"46932","","0"
"46934","","36"
"46935","","0"
"46936","","99"
"46937","","0"
"46939","","72"
"46940","","0"
"46941","","252"
"46942","","276"
"46943","","336"
"46944","","192"
"46945","","528"
"46946","","204"
"46947","","84"
"46948","","300"
"46949","","36"
"46952","","48"
"46953","","30"
"46954","","0"
"46956","","96"
"46957","","0"
"46958","","0"
"46959","","0"
"46960","","0"
"46961","","0"
"46962","","48"
"46963","","228"
"46964","","0"
"46965","","82"
"46966","","0"
"46967","","0"
"46968","","0"
"46969","","0"
"46970","","43"
"46971","","65"
"46972","","0"
"46975","","0"
"46977","","0"
"46978","","0"
"46979","","0"
"46980","","0"
"46981","","84"
"46982","","0"
"46983","php","0"
"46983","javaScript","0"
"46983","ajax","0"
"46983","css","0"
"46983","html","0"
"46983","Spring","0"
"46983","Spring security","0"
"46983","MySql","0"
"46983","MyBatis","0"
"46983","dbUnit","0"
"46983","mockito","0"
"46985","","0"
"46986","","0"
"46987","","43"
"46988","","0"
"46989","","305"
"46990","","35"
"46991","","0"
"46992","","0"
"46995","","0"
"46997","","15"
"47000","","0"
"47001","","15"
"47002","","0"
"47003","","84"
"47004","","0"
"47005","","0"
"47006","","0"
"47007","","0"
"47008","","0"
"47009","","0"
"47010","","0"
"47011","","47"
"47012","","0"
"47013","","0"
"47014","","0"
"47017","","0"
"47018","","1"
"47019","","1"
"47020","","128"
"47021","","0"
"47022","","0"
"47023","","0"
"47024","","25"
"47026","","0"
"47028","","68"
"47030","PHP","37"
"47030","JavaScript","37"
"47030","web technologies (HTML","37"
"47030","CSS)","37"
"47030","MySQL","37"
"47030","Collabra framework","37"
"47030","Salesforce","37"
"47032","HTML/CSS","0"
"47033","","0"
"47034","","0"
"47035","","32"
"47036","","0"
"47037","PHP","11"
"47037","Magento","11"
"47037","JavaScript","11"
"47037","Joomla","11"
"47037","JavaScript","11"
"47038","","0"
"47039","","102"
"47040","","0"
"47041","","154"
"47042","","0"
"47043","","27"
"47044","","0"
"47045","","49"
"47046","","0"
"47047","JavaEE","10"
"47047","Spring Framework","10"
"47047","Spring MVC","10"
"47047","Hibernate","10"
"47047","Postgresql","10"
"47047","JavaScript","10"
"47047","Ajax","10"
"47048","","41"
"47049","","0"
"47050","","0"
"47051","","0"
"47052","","56"
"47055","","0"
"47057","","34"
"47058","","0"
"47059","","0"
"47060","","0"
"47061","PHP","0"
"47061","SQL","0"
"47061","JavaScript","0"
"47061","Eclipse","0"
"47061","C","0"
"47061","C++","0"
"47061","Java","0"
"47061","XML","0"
"47061","CSS","0"
"47061","Photoshop","0"
"47061","Microsoft Windows","0"
"47061","Linux","0"
"47061","FreeBSD","0"
"47062","","0"
"47064","","104"
"47065","","0"
"47066","","7"
"47067","","90"
"47068","","23"
"47070","","0"
"47071","","216"
"47072","","0"
"47073","","12"
"47074","","30"
"47075","","12"
"47076","","0"
"47077","","0"
"47078","","105"
"47080","","0"
"47081","","0"
"47082","","0"
"47083","","84"
"47084","","0"
"47085","","48"
"47086","","67"
"47087","","312"
"47088","Delphi 6","125"
"47088","ASP3","125"
"47088",".Net 3.5","125"
"47088","WPF 3.5","125"
"47088","ASP.Net 2.0","125"
"47088","MS SQL Server 2000","125"
"47088","Web Services","125"
"47088","ASP.NET AJAX","125"
"47088","JavaScript","125"
"47088","Component Art","125"
"47088","Windows Services","125"
"47089","","0"
"47090","","372"
"47091","","0"
"47092","","0"
"47095","","0"
"47096","","0"
"47097","","12"
"47098","","7"
"47099","","101"
"47100","MS QuiqBasic","133"
"47100","Turbo C","133"
"47100","Turbo Pascal","133"
"47100","1C:Enterprise","133"
"47100","C++ Builder","133"
"47100","VCL","133"
"47100","Interbase SQL Server","133"
"47100","MS Access","133"
"47100","Adobe Flash","133"
"47100","ActionScript","133"
"47100","PHP and JavaScript (server-side)","133"
"47100","Firebird SQL Server","133"
"47100","InterBase SQL Server","133"
"47100","PostgreSQL Server","133"
"47100","MS Visual Studio","133"
"47100","Visual Source","133"
"47100","MS SQL Server","133"
"47100","DAO","133"
"47101","","36"
"47102","","0"
"47103","HTML","0"
"47103","CSS3","0"
"47103","JavaScript (jQuery","0"
"47103","AngularJS)","0"
"47103","OpenStack","0"
"47103","Python","0"
"47103","Ruby","0"
"47103","Git","0"
"47104","","104"
"47105","","66"
"47106","OOP","0"
"47106","Java","0"
"47108","","0"
"47109","","0"
"47110","","276"
"47111","","0"
"47112","","9"
"47113","","0"
"47114","Microsoft Dynamics AX 2012","0"
"47114","Microsoft Visual Studio","0"
"47114","","0"
"47115","","116"
"47116","","0"
"47117","Microsoft Dynamics AX 2012","0"
"47117","Microsoft Visual Studio","0"
"47117","","0"
"47118","","0"
"47119","","120"
"47120","","81"
"47121","","0"
"47122","","23"
"47123","ASP.NET 4.0","48"
"47123","C#","48"
"47123","MS SQL 2008","48"
"47123","Ajax/JQuery","48"
"47123","Net Developer","48"
"47123","ASP.Net/C#","48"
"47123","Web Forms","48"
"47123","MVC","48"
"47123","Javascript","48"
"47123","Ajax","48"
"47123","JQuery","48"
"47123","MS SQL Server 2008","48"
"47124","","78"
"47125","","0"
"47126","","0"
"47128","","0"
"47129","","76"
"47130","","111"
"47131","","76"
"47132","","0"
"47133","","0"
"47134","","24"
"47135","","0"
"47136","","12"
"47137","","24"
"47138","","0"
"47139","","0"
"47140","Windows Server 2008R2","0"
"47140","MySQL","0"
"47140","PowerShell","0"
"47140","MongoDB","0"
"47141","","46"
"47142","","0"
"47143","","0"
"47144","Web Services","1"
"47144","SQL Server","1"
"47144","Fluent NHibernate","1"
"47144","DevExpress","1"
"47144","ASP.NET","1"
"47144","CSS","1"
"47144","Java Script","1"
"47144","SoapUI","1"
"47144","","1"
"47145","","0"
"47146","","36"
"47147","","12"
"47149","","0"
"47150","","0"
"47151","","0"
"47152","","12"
"47153","","0"
"47154","","24"
"47155","","48"
"47156","","24"
"47158","","0"
"47159","","0"
"47160","","27"
"47161","","0"
"47162","","84"
"47164","","0"
"47165","","0"
"47168","","0"
"47169","","0"
"47171","","0"
"47172","","0"
"47173","","0"
"47174","","0"
"47175","","138"
"47177","","0"
"47178","","0"
"47179","","0"
"47180","","0"
"47181","","0"
"47182","","7"
"47183","","43"
"47184","","59"
"47185","","11"
"47187","","84"
"47189","","0"
"47190","","204"
"47191","","25"
"47192","","0"
"47193","","0"
"47194","","0"
"47195","","0"
"47197","","0"
"47199","","0"
"47200","ASP.NET","0"
"47200","MSSQL 2008","0"
"47200","MS Analysis Services","0"
"47200","Bug tracking system: JIRA","0"
"47200","","0"
"47203","","0"
"47204","","0"
"47207","","6"
"47208","","0"
"47209","","0"
"47212","","0"
"47213","","0"
"47214","","0"
"47215","","0"
"47218","","132"
"47219","","0"
"47220","","0"
"47221","","3"
"47222","","133"
"47224","","127"
"47225","","45"
"47226","","0"
"47227","","192"
"47229","","95"
"47230","","24"
"47231","","216"
"47232","","0"
"47233","","0"
"47234","","0"
"47235","","172"
"47236","","204"
"47237","","44"
"47238","","72"
"47239","","0"
"47240","","0"
"47241","","0"
"47242","","0"
"47243","","37"
"47244","","0"
"47245","","0"
"47246","","0"
"47247","","0"
"47248","","156"
"47249","","0"
"47250","","25"
"47251","","120"
"47252","","80"
"47253","","0"
"47254","","0"
"47257","","36"
"47258","","0"
"47259","","19"
"47260","","147"
"47261","","73"
"47262","","0"
"47263","","0"
"47266","","24"
"47267","","42"
"47268","","0"
"47269","","0"
"47270","","23"
"47271","","0"
"47272","","0"
"47273","","0"
"47274","","0"
"47275","Delphi","0"
"47275","C-C++","0"
"47275","MS DOS","0"
"47275","Microsoft Windows 95/ 98/ 2000/ XP/ 2003 Server/ Vista","0"
"47275","Microsoft Windows 3.11","0"
"47275","Linux Networking","0"
"47275","Linux","0"
"47275","Networking","0"
"47275","Apache","0"
"47275","SQL Server/SQL/TSQL/MS Access","0"
"47275","HTML-CSS","0"
"47275","Technical Documentation/Proposals/SRS/Prototyping","0"
"47275","Balsamiq","0"
"47275","Axure","0"
"47275","MS Visio","0"
"47275","Xmind","0"
"47275","Redmine","0"
"47275","Sybase IQ","0"
"47275","Architecture Reports","0"
"47275","Design Patterns","0"
"47277","","118"
"47278","","0"
"47279","","72"
"47280","PHP (including composer)","77"
"47280","bash (shell)","77"
"47280","MySQL","77"
"47280","MongoDB","77"
"47280","JS","77"
"47280","CSS","77"
"47280","HTML","77"
"47280","SVN","77"
"47280","PHP (Yii)","77"
"47280","Python","77"
"47280","Memcached","77"
"47280","AMQP","77"
"47280","JS (includeing NodeJS)","77"
"47280","Git","77"
"47280","SVN","77"
"47280","PHP (ZF)","77"
"47280","Oracle","77"
"47280","JS (including Jasmine)","77"
"47281","","0"
"47284","","0"
"47286","","0"
"47287","","80"
"47288","","0"
"47289","","0"
"47290","","0"
"47291","","4"
"47292","PHP","0"
"47292","MySQL","0"
"47292","Yii","0"
"47292","Memcached  Node.js","0"
"47292","MongoDb","0"
"47292","","0"
"47293","VBScript","7"
"47293","MySQL","7"
"47293","SQL","7"
"47294","","0"
"47296","C#","0"
"47296","NET","0"
"47296","JavaScript","0"
"47296","HTML","0"
"47296","CSS","0"
"47296","","0"
"47297","","90"
"47298","","240"
"47299","HTML","18"
"47299","CSS","18"
"47299","JavaScript","18"
"47299","jQuery","18"
"47299","AJAX","18"
"47299","PHP","18"
"47299","Magento","18"
"47300","PHP5","0"
"47300","MySQL","0"
"47300","XML/XSLT","0"
"47300","JQuery","0"
"47300","HTML","0"
"47300","CSS","0"
"47300","AJAX","0"
"47301","","0"
"47302","","0"
"47303","","0"
"47304","","84"
"47305","","4"
"47306","","0"
"47307","","12"
"47308","","0"
"47309","","0"
"47310","","0"
"47311","","0"
"47312","","60"
"47313","","75"
"47314","","0"
"47316","Client side: Delphi 2010-XE2. Databases: MS SQL Server 2008","21"
"47316","Oracle 11g. Components: DevExpress","21"
"47316","AnyDac","21"
"47316","Fast Report. VCS: GIT. Project management: Trac","21"
"47316","Atlassian Jira","21"
"47316","Client side: C++","21"
"47316","Qt 4.8-5. Databases: MS SQL Server 2005. VCS: GIT","21"
"47317","","0"
"47318","","0"
"47320","PHP","0"
"47320","OOP","0"
"47320","MySQL","0"
"47320","MSSQL","0"
"47320","JavaScript","0"
"47320","JQuery","0"
"47320","HTML","0"
"47320","CSS","0"
"47321","","0"
"47322","","76"
"47323","","0"
"47324","","76"
"47325","","14"
"47326","","0"
"47327","","0"
"47328","css","100"
"47328","html","100"
"47328","php","100"
"47328","js","100"
"47328","jQuery","100"
"47328","mysql","100"
"47328","NetBeans","100"
"47328","Twig (template engine)","100"
"47330","","0"
"47331","","0"
"47332","","0"
"47336","","23"
"47337","","0"
"47339","","0"
"47340","","13"
"47342","","0"
"47343","","0"
"47344","","68"
"47345","","24"
"47346","","0"
"47347","","46"
"47348","","192"
"47349","","0"
"47350","","0"
"47351","","168"
"47352","","0"
"47354","","51"
"47355","","0"
"47356","","0"
"47357","","0"
"47359","","0"
"47360","","88"
"47361","","0"
"47362","HTML5","0"
"47362","CSS3","0"
"47362","jQuery","0"
"47362","SASS","0"
"47362","Sussy","0"
"47362","Drupal 6/7","0"
"47362","","0"
"47363","","0"
"47365","","83"
"47366","","0"
"47367","","0"
"47368",".NET","30"
"47368","VB","30"
"47368","AutoCAD 2009","30"
"47368","SOA","30"
"47368","Microsoft HPC Server 2008 R2","30"
"47368","Excel","30"
"47368","HPC Server Client Utilities","30"
"47368","C-C++","30"
"47368","SVN","30"
"47368","HTML-XHTML","30"
"47368","CSS","30"
"47368","XML","30"
"47368","JavaScript","30"
"47368","Flash","30"
"47368","WinForms","30"
"47368","LINQ to XML","30"
"47368","XML","30"
"47368","EF 4.0-5.0","30"
"47368","MEF","30"
"47368","ASP.NET MVC Web API","30"
"47368","WCF Data Services","30"
"47368","Ext JS","30"
"47368","TPL Dataflow","30"
"47368","WPF","30"
"47368","WCF","30"
"47368",".NET 4","30"
"47368","WiX","30"
"47368","VS 2010","30"
"47368","Expression Studio","30"
"47368","Perforce","30"
"47369","","281"
"47370","","0"
"47371","Wordpress","0"
"47371","Javascript/Ajax (jQuery)","0"
"47371","xHTML","0"
"47371","HTML 5","0"
"47371","CSS 2/3 toolset","0"
"47371","PHP","0"
"47371","MySQL","0"
"47371","MySQL","0"
"47371","Javascript/Ajax (jQuery","0"
"47371","ExtJS)","0"
"47371","Javascript/Ajax","0"
"47371","OOP PHP","0"
"47371","PHP CLI","0"
"47371","REST API","0"
"47371","CSS 2/3","0"
"47371","SVG","0"
"47371","d3js","0"
"47371","JSON","0"
"47371","Multi-monitor","0"
"47371","JavaScript/Ajax","0"
"47371","ExtJS 4.1","0"
"47371","Silex","0"
"47371","LDAP","0"
"47371","WEB API","0"
"47371","Gmail SMTP Server","0"
"47371","responsive design","0"
"47371","Ruby On Rails","0"
"47371","ExtJS","0"
"47371","Adobe Flash","0"
"47371","Symfony2","0"
"47371","SASS","0"
"47371","SOAP","0"
"47371","ExtJS 4.2","0"
"47371","PDF","0"
"47371","Zend Framework","0"
"47371","MS SQL","0"
"47372","","0"
"47373","","120"
"47374","","0"
"47376","","36"
"47377","","82"
"47378","","0"
"47379","Agile","68"
"47379","SCRUM. Java","68"
"47379","Groovy","68"
"47379","Grails","68"
"47379","Hibernate","68"
"47379","Spring","68"
"47379","GORM","68"
"47379","JDBC","68"
"47379","JUnit","68"
"47379","Spock","68"
"47379","MSSQL","68"
"47383","","190"
"47384","","0"
"47385","","169"
"47386","","85"
"47387","","0"
"47388","","0"
"47389","","84"
"47390","","84"
"47391","","60"
"47392","","11"
"47393","","24"
"47394","","12"
"47395","","0"
"47396","","0"
"47397","","0"
"47401","","0"
"47402","","0"
"47403","","56"
"47404","","17"
"47405","","0"
"47411","","50"
"47412","","38"
"47413","","29"
"47414","","0"
"47416","","12"
"47417","","0"
"47418","","0"
"47419","","0"
"47420","Jira","0"
"47420","Confluence","0"
"47420","Zabbix","0"
"47420","git","0"
"47420","KVM","0"
"47420","OpenStack","0"
"47420","customized applications","0"
"47420","Debian / Red Hat / Centos / Windows","0"
"47420","Trello","0"
"47420","Apache","0"
"47420","nginx","0"
"47420","Wordpress","0"
"47420","iptables","0"
"47420","mdadm","0"
"47420","rsync","0"
"47420","OpenVZ","0"
"47420","bash-scripting","0"
"47420","Postgresql","0"
"47420","Ubuntu / Centos","0"
"47420","Nagios","0"
"47420","Cacti","0"
"47420","Graphite","0"
"47420","CVS","0"
"47420","puppet","0"
"47420","cfengine","0"
"47420","VMware","0"
"47420","customized applications Debian / Red Hat / Centos / Windows","0"
"47420","Onapp","0"
"47420","SolusVM","0"
"47420","XEN","0"
"47420","LVM","0"
"47420","Rsync","0"
"47420","MySQL","0"
"47420","Ubersmith","0"
"47420","CentOS","0"
"47420","Ubuntu","0"
"47420","Debian","0"
"47420","Windows","0"
"47420","Mambo CMS (now Joomla)","0"
"47420","HTML","0"
"47420","Windows NT / XP","0"
"47420","Microsoft Excel","0"
"47420","Access","0"
"47420","Visual Basic","0"
"47420","Windows XP","0"
"47420","Windows Server 2003","0"
"47421","","0"
"47422","","16"
"47423","HTML/CSS","0"
"47423","Photoshop","0"
"47423","jQuery","0"
"47423","WP","0"
"47423","YII framework","0"
"47423","Drupal","0"
"47423","e-commerce","0"
"47423","SVN","0"
"47423","GIT","0"
"47423","Mercurial","0"
"47423","Html/Html5/CSS/CSS3","0"
"47423","Sass","0"
"47423","Jquery","0"
"47423","Wordpress","0"
"47423","Drupal","0"
"47424","","0"
"47425","","13"
"47426","","50"
"47427","","48"
"47428","J2EE","146"
"47428","Resin server","146"
"47428","XML","146"
"47428","JSP","146"
"47428","JavaScript debugging tools (Mozilla --- firebug)","146"
"47428","DB2","146"
"47428","JMS","146"
"47428","WAS","146"
"47428","JSP","146"
"47428","Struts","146"
"47428","JavaScript debugging tools (Mozilla --- firebug","146"
"47428",")","146"
"47428","Apache Wicket","146"
"47428","JPA","146"
"47428","CSS","146"
"47428","JS","146"
"47428","Oracle","146"
"47428","Tomcat","146"
"47429","","0"
"47430","","12"
"47431","","0"
"47432","","96"
"47433","","27"
"47434","","0"
"47435","","0"
"47436","","0"
"47437","","590"
"47438","","0"
"47439","","1"
"47440","","10"
"47441","","0"
"47442","","6"
"47444","","24"
"47445","","48"
"47446","","228"
"47447","","0"
"47448","","0"
"47449","","152"
"47450","","84"
"47451","PHP","28"
"47451","jQuery","28"
